"Date Added","Track Item",Retailer,"Retailer Item ID",TLD,UPC,Title,Manufacturer,Brand,"Client Product Group",Category,Subcategory,"Amazon Sub Category"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RGWI,com,',"DEWALT DW1332 1/2-Inch Titanium 3/8-Inch Reduced Shank Split Point Twist Drill Bit","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B00004RGYN,com,'028874116061,"DEWALT DW1606 1/4-Inch by 12-Inch Extra Long Black Oxide Drill Bit",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RGYO,com,',"DEWALT DW1608 5/16-Inch by 12-Inch Extra Long Black Oxide Twist Drill Bit","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B00004RGYR,com,'028874116122,"DEWALT DW1612 7/16-Inch by 12-Inch Black Oxide Twist Drill Bit",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B00004RGYS,com,'028874116146,"DEWALT DW1614 1/2"" x 12"" Black Oxide Drill Bit",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B00004RGYU,com,'028874116221,"DEWALT DW1622 5/8-Inch Black Oxide 3/8-Inch Shank Reduced Shank Twist Drill Bit",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B00004RGYV,com,'028874116238,"DEWALT DW1623 11/16-Inch Black Oxide 3/8-Inch Shank Reduced Shank Twist Drill Bit",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RGYW,com,',"DEWALT DW1625 3/4-Inch Black Oxide 3/8-Inch Shank Reduced Shank Twist Drill Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RGYX,com,',"DEWALT DW1627 7/8-Inch Black Oxide 1/2-Inch Reduced Shank Twist Drill Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RGYY,com,',"DEWALT DW1629 1-Inch 1/2-Inch Reduced Shank Twist Drill Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RGZB,com,',"DEWALT DW1680 9/16-Inch by 17-Inch Ship Auger Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RGZC,com,',"DEWALT DW1681 5/8-Inch by 17-Inch Ship Auger Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RGZE,com,',"DEWALT DW1683 3/4-Inch by 17-Inch Ship Auger Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RGZI,com,',"DEWALT DW1687 1-Inch by 17-Inch Ship Auger Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RGZJ,com,',"DEWALT DW1688 1-1/16-Inch by 17-Inch Ship Auger Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RGZP,com,',"DEWALT DW1802 7/16-Inch Mandrel for 1-1/4-Inch to 6-Inch Hole Saws","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RH0Y,com,',"DEWALT DW2024 #2 Philips and #8 Slotted Double Ended Screwdriver Bit","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B00004RH12,com,'028874020290,"DEWALT DW2029 #2 Phillips Double Ended Screwdriver Bit (5-Pack)",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RH13,com,',"DEWALT DW2031#1 Phillips 3-1/2-Inch Power Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RH15,com,',"DEWALT DW2033#3 Phillips 3-1/2-Inch Power Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RH17,com,',"DEWALT DW2038#8 Slotted Power Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RH1A,com,',"DEWALT DW2043 Hex Shank Non Magnetic Adjustable Screw Depth Setter","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B00004RH1C,com,'028874020504,"DEWALT DW2050 Quick Change 3-Inch Magnetic Bit Tip Holder",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RH1G,com,',"DEWALT DW2061 #1 Phillips 6-Inch Power Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RH1I,com,',"DEWALT DW2063#3 Phillips 6-Inch Power Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RH25,com,',"DEWALT DW2100 4 Piece 3-1/2-Inch Power Bit Assortment","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RH2N,com,',"DEWALT DW2211#1 Square Recess 2-Inch Power Bit","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B00004RH2P,com,'028874122154,"DEWALT DW2215 #2 Phillips and #2 Square Recess Double Ended Screwdriver Bit (3-Pack)",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RH2V,com,',"DEWALT DW2225 Acoustical Eye Lag Driver","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RH2X,com,',"DEWALT DW2232#2 Square Recess 3-1/2-Inch Power Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RH31,com,',"DEWALT DW2262 #2 Square Recess 6-Inch Power Bit","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B00004RH33,com,'028874002319,"DEWALT DW2301 1/4-Inch and 3/8-Inch Chuck Key with 15/64-Inch Pilot",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B00004RH35,com,'028874023048,"DEWALT DW2304 1/2-Inch Chuck Key with 1/4-Inch Pilot",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B00004RHBG,com,'028874052215,"DEWALT DW5221 1/8-Inch by 3-Inch Carbide Hammer Drill Bit",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RHBM,com,',"DEWALT DW5227 5/32-Inch by 6-Inch Carbide Hammer Drill Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RHBY,com,',"DEWALT DW5249 1-Inch x 12-Inch Carbide Hammer Drill Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RHCZ,com,',"DEWALT DW5700 3/8-Inch by 10-Inch Spline Rotary Hammer Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RHHK,com,',"DEWALT DW1106 3/32-Inch Black Oxide Split Point Twist Drill Bit (2-Pack)","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RHHL,com,',"DEWALT DW1107 7/64-Inch Black Oxide Split Point Twist Drill Bit (2-Pack)","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RHIV,com,',"DEWALT DW8900 Right Blade for the DW890 and DW891 Shears","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RHIW,com,',"DEWALT DW8901 Center Blade for DW890 Shear","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RHJ4,com,',"DEWALT DW8966 Punch and Die for DW896 16 Gauge Nibbler","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RHJC,com,',"DEWALT DW8986 Die Kit for DW898 Nibbler","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004RHJG,com,',"DEWALT DW8999 Left Blade DW890 and DW891 Shears","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B00004RK4S,com,'008925480068,"Freud FB-006 7/8-Inch by 3/8-Inch Shank Forstner Drill Bit",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B00004RK4U,com,'008925480082,"Freud FB-008 1-1/8-Inch by 3/8-Inch Shank Forstner Drill Bit",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B00004RK4X,com,'008925480112,"Freud FB-011 1-1/2-Inch by 3/8-Inch Shank Forstner Drill Bit",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B00004T7OI,com,'038728230966,"General Tools S838 6 Piece 3/16-Inch to 1/2-Inch Drill Stop Set",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B00004T7RH,com,'038728310729,"General Tools 79 Steel Automatic Center Punch",,,,,,"10410 Other Hand Tools"
11/2/2017,Z-EXCLUDE,amazon,B00004T7UT,com,'038728420442,"General Tools 370-2 Horseshoe Power Alnico Magnets, 12-Pound Pull",,,,,,"10410 Other Hand Tools"
11/2/2017,Z-EXCLUDE,amazon,B00004T7VN,com,'038728430618,"General Tools 8501 Glass Cutter",,,,,,"10410 Other Hand Tools"
11/2/2017,Z-EXCLUDE,amazon,B00004T82L,com,'038728230591,"General Tools 36/37 Accu Precision Drill Guide",,,,,,"55360 Misc. Power Tool Accessories"
11/2/2017,Z-EXCLUDE,amazon,B00004T82N,com,'038728250995,"General Tools 888 1/4-Inch to 1/2-Inch Dowel Center Transfer Plugs",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004TI2N,com,',"PORTER-CABLE 5507 9/64-Inch Pilot Hole Bit for 552 Production Pocket Cutter","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B00004WMRE,com,'039404131454,"PORTER-CABLE 43442PC Straight Bits",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B00004Y68W,com,'082901184164,"Maasdam Pow'R Pull 144S-6 1 Ton Capacity Pow'R Pull USA Made",,,,,,"10410 Other Hand Tools"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004YMDB,com,',"DeWalt DW8062 4-1/2-Inch Diameter by .045-Inch Thick Metal Cutting Abrasive Wheel with 7/8-Inch Arbor","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004YME7,com,',"DEWALT DW1931B 31/64 Gold Ferrous Oxide Pilot Point Drill Bit","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B00004YMEE,com,'028877323282,"DEWALT DW1906 3/32-Inch Gold Ferrous Oxide Split Point Twist Drill Bit, 2-Pack",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004YMEF,com,',"DEWALT DW1907 7/64-Inch Gold Ferrous Oxide Split Point Twist Drill Bit, 2-Pack","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004YMEK,com,',"DEWALT DW1912 3/16-Inch Gold Ferrous Oxide Pilot Point Twist Drill Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004YMEL,com,',"DEWALT DW1913 13/64-Inch Gold Ferrous Oxide Pilot Point Twist Drill Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004YMEM,com,',"DEWALT DW1914 7/32-Inch Gold Ferrous Oxide Pilot Point Twist Drill Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004YMEN,com,',"DEWALT DW1915 15/64-Inch Gold Ferrous Oxide Pilot Point Twist Drill Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004YMEP,com,',"DEWALT DW1917 17/64-Inch Gold Ferrous Oxide Pilot Point Twist Drill Bit","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B00004YMEQ,com,'028877302164,"DEWALT DW1918 9/32-Inch Gold Ferrous Oxide Pilot Point Twist Drill Bit",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004YMES,com,',"DEWALT DW1920 5/16-Inch Gold Ferrous Oxide Pilot Point Twist Drill Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004YMET,com,',"DEWALT DW1921 21/64-Inch Gold Ferrous Oxide Pilot Point Twist Drill Bit","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B00004YMEV,com,'028877323985,"DEWALT DW1923 23/64-Inch Gold Ferrous Oxide Pilot Point Twist Drill Bit",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004YMEW,com,',"DEWALT DW1924 3/8-Inch Gold Ferrous Oxide Pilot Point Twist Drill Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004YMEX,com,',"DEWALT DW1925 25/64-Inch Gold Ferrous Oxide Pilot Point Twist Drill Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004YMEY,com,',"DEWALT DW1926 13/32-Inch Pilot Point drill bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004YMF0,com,',"DEWALT DW1928 7/16-Inch Gold Ferrous Oxide Pilot Point Twist Drill Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004YMF1,com,',"DEWALT DW1929 29/64-Inch Gold Ferrous Oxide Pilot Point Twist Drill Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004YMF4,com,',"DEWALT DW1932 1/2-Inch Gold Ferrous Oxide Pilot Point Twist Drill Bit","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B00004YX76,com,'045325101612,"Vermont American 10161 Metal Drill Index, 29-Piece",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00004Z06N,com,',"PORTER-CABLE 14103 14-Inch 72 Tooth Metal Cutting Saw Blade with 1-Inch Arbor","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B000056H9O,com,'028877319414,"DEWALT DW2730 8 Piece Quick Change Drill and Drive Set",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00005JRJE,com,',"DEWALT DW1632 1-1/4-Inch Bit with 7/16-Inch Shank Selfeed Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00005JRJG,com,',"DEWALT DW1634 1-1/2-Inch Bit with 7/16-Inch Shank Selfeed Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00005JRJH,com,',"DEWALT DW1635 1-3/4-Inch Bit with 7/16-Inch Shank Selfeed Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00005JRJJ,com,',"DEWALT DW1637 2-1/8-Inch Bit with 7/16-Inch Shank Selfeed Bit","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B00005JRJL,com,'028874116399,"DEWALT DW1639 2-9/16-Inch Bit with 7/16-Inch Shank Selfeed Bit",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00005JRJN,com,',"DEWALT DW1641 3-5/8-Inch Bit with 7/16-Inch Shank Selfeed Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00005QVRB,com,',"Stanley 84-199 10 Gauge to 26 Gauge Stranded and 8 Gauge to 22 Gauge Solid Electrical Stripper Plier","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0000649EJ,com,',"DEWALT DW2518 Rapid-Load 30-Piece Drilling and Driving Set in Plastic Case","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B0000683DM,com,'028877354248,"DEWALT DW1969 29 Piece Pilot Point Twist Drill Bit Assortment with Metal Index",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00006AE43,com,',"PORTER-CABLE 14104 14-Inch 80 Tooth Dry Cutting Saw Blade with 1-Inch Arbor for Metal","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00006ANSC,com,',"DEWALT DW1649 8-Piece 7/16-Inch Shank Self-feed Bit Kit","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B000071NUW,com,'735090762865,"Virutex C015L Portable Handheld Plastic Laminate Slitter",,,,,,"10410 Other Hand Tools"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B00008WFT2,com,',"DEWALT DW9153 6-1/2-Inch 90 Tooth Paneling and Vinyl Cutting Saw Blade with 5/8-Inch Arbor","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B0000AV6YS,com,'008925029014,"Freud Precision Shear Serrated Edge Forstner Drill",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B0000AV6ZU,com,'008925028994,"Precision Shear Serrated Edge Forstner Drill Bit 3/4-Inch by 3/8-Inch Shank",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B0000AV720,com,'008925028956,"Freud Precision Shear Serrated Edge Forstner Drill",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B0000AV73L,com,'008925028918,"Freud Precision Shear Forstner Drill Bit 1-3/4-Inc",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B0000AV74R,com,'008925028888,"Freud Precision Shear Serrated Edge Forstner Drill",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B0000AV756,com,'008925031086,"Freud 7 Pcs. Precision Shear Precision Shear Forst",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B0000AX9Q8,com,'092781000126,"Stone Tools ST-12 The Original Professional Master Chuck 1",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B0000BYBBM,com,'018371043106,"Dasco Pro 431-0 Scratch Awl, 7-Inch",,,,,,"10410 Other Hand Tools"
11/2/2017,Z-EXCLUDE,amazon,B0000DD0L1,com,'754001003071,"Prostik W1307 2-Inch by 2-Inch by 12-Inch Abrasive Belt and Disk Cleaner",,,,,,"10410 Other Hand Tools"
11/2/2017,Z-EXCLUDE,amazon,B0000DD0RD,com,'769433110235,"Steelex D1023 2-7/8"" Forstner Bit",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B0000DD0RH,com,'769433110341,"Steelex D1034 Deluxe Brad Point Bit Set, 25-Piece",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B0000DD1H5,com,',"Steelex D1025 3-1/8-Inch Forstner Bit",,,,,,
11/2/2017,Z-EXCLUDE,amazon,B0000DD4A9,com,'769433430319,"Shop Fox D3031 18-Inch Full Ext Drawer Slide 100-Pound Capacity Side Mount, Pair",,,,,,"10410 Other Hand Tools"
11/2/2017,Z-EXCLUDE,amazon,B0000DD4AA,com,'769433430326,"Shop Fox D3032 20-Inch Full Ext Drawer Slide 100-Pound Capacity Side Mount, Pair",,,,,,"10410 Other Hand Tools"
11/2/2017,Z-EXCLUDE,amazon,B0000DD4AB,com,'769433430333,"Shop Fox D3033 24-Inch Full Ext Drawer Slide 100-Pound Capacity Side Mount, Pair",,,,,,"10410 Other Hand Tools"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0000DD6LX,com,',"DEWALT DW2700#6 Drill Flip Drive Complete Unit","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B0000DD6LY,com,'028877319339,"DEWALT DW2701#8 Drill Flip Drive Complete Unit",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0000DD6M0,com,',"DEWALT DW2710 No.6 Replacement Drill Bit and Countersink","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B0000DD6M1,com,'028877319360,"DEWALT DW2711 No.8 Replacement Drill Bit and Countersink",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B0000DD6M2,com,'028877319377,"DEWALT DW2712 No.10 Replacement Drill Bit and Countersink",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B0000DD6M4,com,'028877319391,"DEWALT DW2721 No.8 Drill Flip Drive Replacement Bit",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0000DD6M5,com,',"DEWALT DW2722 No.10 Drill Flip Drive Replacement Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0000DD6ZX,com,',"Oldham 550C424 Max Life 5-1/2-Inch 24 Tooth ATB Cordless Saw Blade with 5/8-Inch Arbor","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0000DD7IM,com,',"DEWALT DWA7745 90 Teeth Light Gauge Ferrous Metal Cutting 1-Inch Arbor, 14-Inch","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0000DD7IN,com,',"DEWALT DWA7749 90 Teeth Stainless Steel Metal Cutting 1-Inch Arbor, 14-Inch","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B0000TZWM2,com,'000346332544,"Bosch BL0021 21-Piece Metal Index Black Oxide Drill Bit Set",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B00016BI5O,com,'878258003773,"Adjustable Universal Mobile Base Portamate PM-1000. Move Your Heavy Tools and Equipment around Your Shop with Ease and Stability.",,,,,,"55360 Misc. Power Tool Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0001IW50O,com,',"Stanley 84-020 16-Inch Groove Joint Pliers","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0001IW51I,com,',"Stanley 84-108 7 Inch Diagonal Pliers","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0001IW51S,com,',"Stanley 84-110 10-Inch Groove Joint Plier","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0001IW522,com,',"Stanley 84-112 7-Inch Linesman Plier","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0001IW52C,com,',"Stanley 84-113 8-Inch Linesman Plier","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0001IW89C,com,',"Stanley 84-098 8-Inch Slip Joint Plier","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0001IW8A6,com,',"Stanley 84-109 8 Inch Groove Joint Pliers","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B0001IX7RY,com,',"Bahco 650 Premium Ergonomic Carbide Scraper, 2""",,,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0001LQY8U,com,',"DEWALT DW1570 1/4-Inch by 6-Inch Spade Drill Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0001LQYF8,com,',"DEWALT DW1573 7/16-Inch by 6-Inch Spade Drill Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0001LQYGC,com,',"DEWALT DW1577 11/16-Inch by 6-Inch Spade Drill Bit","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B0001LQYGM,com,'028877475639,"DEWALT DW1578 3/4-Inch by 6-Inch Spade Drill Bit",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0001LQYGW,com,',"DEWALT DW1579 13/16-Inch by 6-Inch Spade Drill Bit","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B0001LQYH6,com,'028877475653,"DEWALT DW1580 7/8-Inch by 6-Inch Spade Drill Bit",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0001LQYHG,com,',"DEWALT DW1581 15/16-Inch by 6-Inch Spade Drill Bit","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B0001LQYHQ,com,'028877475677,"DEWALT DW1582 1-Inch by 6-Inch Spade Drill Bit",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0001LQYIA,com,',"DEWALT DW1584 1-1/4-Inch by 6-Inch Spade Drill Bit","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B0001LQYIU,com,'028877475714,"DEWALT DW1586 1-1/2-Inch by 6-Inch Spade Drill Bit",,,,,,"55090 Drill Bits & Accessories"
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0001LQYWG,com,',"DEWALT DW1595 1-Inch by 16-Inch Spade Drill Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0001LQZFW,com,',"DEWALT DW1778 1/4-Inch by 24-Inch Bell Hanger Bit","Black and Decker",,,,,
7/1/2018,"Needs Review - Kragle Sales Report",amazon,B0001LQZHA,com,',"DEWALT DW1782 1/2-Inch by 24-Inch Bell Hanger Bit","Black and Decker",,,,,
11/2/2017,Z-EXCLUDE,amazon,B0001P0PHW,com,',"Bahco 5-Inch 474-125-0.80 Cabinet Scraper",,,,,,"10410 Other Hand Tools"
11/2/2017,Z-EXCLUDE,amazon,B0001P0PIG,com,'733353200765,"Bahco 6-Inch 474-150-0.80 Cabinet Scraper",,,,,,"10410 Other Hand Tools"
3/24/2018,"N - Low Sales Rank",amazon,B000244YKQ,com,',"Makita 784829-A Industrial Quad Driver, #8 (Discon",,,,,,
11/2/2017,Z-EXCLUDE,amazon,B0002474P8,com,'038059410006,"Creative Sales Company 41000 Lawn Mower & Garden Tool Sharpener",,,,,,"10410 Other Hand Tools"
11/2/2017,Z-EXCLUDE,amazon,B000289542,com,'686046504063,"Malco HC1 2-Inch-to-12-Inch Sheet Metal Hole Cutter Accessory for 1/4-Inch or Larger Drill",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B0002964CC,com,'706569027419,"SE 7909LP 9-Piece Hollow Leather Punch",,,,,,"10410 Other Hand Tools"
11/2/2017,Z-EXCLUDE,amazon,B0002BBZ2Y,com,'706569601015,"SE MZ101 Helping Hand with Magnifying Glass",,,,,,"10410 Other Hand Tools"
11/2/2017,Z-EXCLUDE,amazon,B0002CSBNY,com,'049659504415,"Starrett 98-6 6-Inch Precision Machinists Level",,,,,,"2009 Industrial Hand Tools"
11/2/2017,Z-EXCLUDE,amazon,B0002EVG0W,com,'000346319385,"Bosch D60498 Drywall Dimpler Screw Setter, Number 2 Phillips",,,,,,"55090 Drill Bits & Accessories"
11/2/2017,Z-EXCLUDE,amazon,B0002H49NA,com,'038728011404,"General Tools 114G Plumbers 4 in 1 Tube & Fitting Brush",,,,,,"10410 Other Hand Tools"
11/2/2017,Z-EXCLUDE,amazon,B0002KO3YM,com,'039564840104,"Performance Tool W84010 Serpentine Belt Tool",,,,,,"10410 Other Hand Tools"
11/2/2017,Z-EXCLUDE,amazon,B0002RI8PK,com,'092644332906,"Klein Tools 70575 9 Inch Sizes Grip-It Hex-Set,Black/Yellow,Small",,,,,,"10410 Other Hand Tools"
